,recall@1,recall@5,recall@10,average_bitwidth
0,6.079234972677596,20.901639344262296,31.898907103825135,8
1,49.72677595628415,72.40437158469946,80.19125683060109,9
2,79.71311475409836,90.1639344262295,93.23770491803278,10
3,81.89890710382514,91.80327868852459,94.26229508196722,11
4,83.46994535519126,92.34972677595628,95.28688524590164,12
5,84.97267759562843,93.71584699453553,95.15027322404372,13
6,84.49453551912568,93.30601092896174,95.76502732240438,14
